valuedatetime,Month,Year,datavalue,dataqualitycode,variable,units,sitecode,sitename
7/20/2020 9:35,7,2020,17.6,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
7/22/2020 11:33,7,2020,17.4,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
7/27/2020 11:52,7,2020,16.5,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
7/29/2020 12:16,7,2020,18.6,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
8/5/2020 12:23,8,2020,21.3,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
8/10/2020 11:33,8,2020,19,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
8/17/2020 11:45,8,2020,19.1,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
8/19/2020 9:49,8,2020,19.6,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
5/27/2021 12:15,5,2021,11,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
6/2/2021 11:45,6,2021,14.4,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
6/7/2021 10:50,6,2021,14,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
6/9/2021 11:10,6,2021,17,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
6/14/2021 10:50,6,2021,13,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
6/16/2021 11:11,6,2021,13,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
6/21/2021 12:15,6,2021,15.1,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
6/23/2021 9:30,6,2021,13.7,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
6/28/2021 9:45,6,2021,14.7,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
6/30/2021 11:00,6,2021,13,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
7/6/2021 11:00,7,2021,15.5,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
7/8/2021 10:40,7,2021,17.3,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
7/12/2021 10:50,7,2021,17,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
7/14/2021 11:00,7,2021,18.9,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
7/19/2021 9:25,7,2021,18.9,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
7/21/2021 9:20,7,2021,19.2,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
7/26/2021 9:20,7,2021,17.6,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
7/28/2021 12:00,7,2021,19.8,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
8/2/2021 11:00,8,2021,15.5,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
8/9/2021 9:10,8,2021,18.8,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
8/11/2021 11:00,8,2021,21.7,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
8/16/2021 9:25,8,2021,19.8,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
8/18/2021 10:50,8,2021,19.2,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
8/23/2021 9:20,8,2021,19.7,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
8/25/2021 12:00,8,2021,21.2,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
8/30/2021 9:24,8,2021,19.9,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
9/1/2021 7:40,9,2021,17.9,Good,Temperature Water,deg c,BCHNWCNWCLF,NEW CASTLE TB-LEFT
